id,pid,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,alley,utilities,land_slope,exter_qual,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating_qc,electrical,kitchen_qual,functional,fireplace_qu,garage_finish,garage_qual,garage_cond,paved_drive,pool_qc,fence,ms_zoning_C (all),ms_zoning_FV,ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,lot_shape_IR2,lot_shape_IR3,lot_shape_Reg,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Feedr,condition_2_Norm,condition_2_PosA,condition_2_PosN,condition_2_RRAn,condition_2_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_CompShg,roof_matl_Membran,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,exter_cond_Fa,exter_cond_Gd,exter_cond_Po,exter_cond_TA,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,heating_OthW,heating_Wall,central_air_Y,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,misc_feature_Elev,misc_feature_Gar2,misc_feature_Othr,misc_feature_Shed,misc_feature_TenC,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
1620,527110130,0.532759339233339,-0.058055291236521755,-0.1997297470318568,-0.07694683350497365,-0.5089231147173413,0.833414512533732,0.6133782887800874,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,-0.4102139417987419,-1.4828971302157152,-1.008967567645238,0.7051137864654411,-0.106747708766684,-0.22342705205503122,-0.811347958871525,-0.24281984334203655,0.7735226114661854,1.2445211308169444,0.20194404493759072,-0.18993854591549297,0.3750139707318351,0.6620024758797637,0.28560293861417135,0.3011349633865639,-0.3784533527298652,-0.752985014010184,-0.7103579668032565,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-1.1779819015874573,-0.5954742924792601,0,4,3,3,4,3,1,1,1,4,5,3,8,3,3,3,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1929,535181140,-0.8560268704969581,0.3554566276866631,0.4132772903786068,-0.7772085490709472,0.4001637034420912,-0.5589723034094974,-0.4382694324848171,-0.5587742229484277,0.716918720322046,-0.2830107870867095,-0.31997611547274973,0.3215482943816033,0.6162279801372758,-0.7747143043018899,-0.106747708766684,-0.17020077654122998,-0.811347958871525,-0.24281984334203655,-1.0344983253651114,-0.7534679080102586,0.20194404493759072,-0.18993854591549297,0.3750139707318351,0.6620024758797637,0.19434945803228276,-1.007185866242067,-0.7450974518447098,1.473635484708618,0.5152396000101488,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.06580500493828036,-0.5954742924792601,0,4,3,3,3,3,3,3,1,3,5,3,8,3,2,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,532354010,-0.8560268704969581,0.6508222840603665,-0.27197832149514656,-0.7772085490709472,0.4001637034420912,-0.29375576703935846,-1.011895462265674,-0.5587742229484277,0.3970180043292566,-0.2830107870867095,-0.5094755507573333,-0.193378814588851,-0.4746567026208499,-0.7747143043018899,-0.106747708766684,-1.0395632765999834,1.087971920495911,-0.24281984334203655,-1.0344983253651114,-0.7534679080102586,-1.0160557241369776,-0.18993854591549297,-0.905277898270524,-0.9092317955756015,0.28343023669555495,0.3011349633865639,0.6939806371810553,-0.752985014010184,-0.35164648383347924,-0.3685274473139001,-0.10019464237103111,3.0822133577686146,-0.06599749922443089,-0.09365849345563908,0.304920627278112,-0.5954742924792601,0,4,3,3,3,3,1,6,1,3,5,3,8,0,1,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1398,905300020,0.532759339233339,-1.7121029669292611,0.04503072972132888,-0.7772085490709472,2.2183373397609563,-0.0616912977154869,-0.6772802782268408,-0.5587742229484277,0.5548356908856993,-0.2830107870867095,-0.915545769224298,-0.4266363938660654,-0.6379183558227463,-0.7747143043018899,-0.106747708766684,-1.1696719500781643,-0.811347958871525,-0.24281984334203655,-1.0344983253651114,-0.7534679080102586,0.20194404493759072,-0.18993854591549297,-0.905277898270524,-0.9092317955756015,0.24649430407907624,1.609455793015195,2.013899393994496,0.39236294036675373,-0.7103579668032565,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.06580500493828036,0.17091856261119803,0,4,3,3,4,3,3,5,1,5,5,4,8,0,1,3,3,3,0,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2177,908152180,0.7642237075217218,-1.7121029669292611,-0.07384766448484942,-0.7772085490709472,0.4001637034420912,0.2366773057009194,-0.24706075589119808,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,-1.2764970745282664,-2.327905719295435,-0.1530807190413571,1.8866273256018975,-0.106747708766684,1.4502436113233854,-0.811347958871525,-0.24281984334203655,0.7735226114661854,1.2445211308169444,2.6379435830867273,4.7613408374409225,2.935597708736553,-0.9092317955756015,0.24649430407907624,0.3011349633865639,0.4877433314289552,-0.752985014010184,-0.7103579668032565,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-1.5487075338038496,-0.5954742924792601,0,4,3,3,0,0,0,0,0,3,5,3,8,0,3,3,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2697,903456090,3.07886739040555,0.060090971312959617,-0.585301220953291,-0.07694683350497365,2.2183373397609563,-1.2220136443348448,-0.10365424844598384,-0.5587742229484277,0.09844400273598652,-0.2830107870867095,-1.2088187047837724,-1.1836232549166479,-1.587804338088325,-0.7747143043018899,4.323842350449028,-1.4653734807103933,1.087971920495911,-0.24281984334203655,-1.0344983253651114,-0.7534679080102586,-1.0160557241369776,-0.18993854591549297,-0.905277898270524,-0.9092317955756015,-4.0532827928627695,-2.315506695870698,-2.1658433359147327,-0.3284854225278225,-0.7103579668032565,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.06580500493828036,-1.3618671475697182,0,4,3,3,3,3,3,6,1,4,5,3,8,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1710,528166150,0.06983060265657325,1.5369192531814768,0.7964527656571256,1.3235765976269733,-0.5089231147173413,1.032326914811336,0.9001913036705159,1.0347104790925825,1.0538808078344506,-0.2830107870867095,-0.4214936700894909,0.5702096760639167,0.13633766618018645,1.9688399973111939,-0.106747708766684,1.7498878290307107,1.087971920495911,-0.24281984334203655,0.7735226114661854,1.2445211308169444,0.20194404493759072,-0.18993854591549297,0.3750139707318351,0.6620024758797637,0.2986391501258697,1.609455793015195,1.5830925775345535,0.7848248268315785,2.6974011214096265,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-1.919433166020242,-0.5954742924792601,0,4,3,4,5,3,2,6,1,5,5,4,8,4,3,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1034,527401130,0.7642237075217218,0.060090971312959617,-0.17613837577853772,-0.7772085490709472,-0.5089231147173413,0.07091697046958256,-0.48607160163322183,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,0.7448302351739576,-0.35621901144275536,-0.6577076471199459,1.329930091456092,-0.106747708766684,0.5808811112646318,-0.811347958871525,-0.24281984334203655,0.7735226114661854,3.242510169644148,1.419943814012159,4.7613408374409225,1.0151599052330147,-0.9092317955756015,0.2530124098349254,0.3011349633865639,0.03402125877433499,-0.752985014010184,-0.03777393623492426,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.06580500493828036,0.17091856261119803,0,4,3,3,4,3,2,1,1,3,5,3,8,0,1,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
470,528228295,1.4586168123868701,-0.20573811942337347,-1.1649485849508578,0.6233148820609998,-0.5089231147173413,1.1649351829964056,1.091399980264135,0.1810579601420413,1.1605143798320472,-0.2830107870867095,-0.37863070258464465,0.722047156914179,1.0070664832569671,-0.7747143043018899,-0.106747708766684,0.14127150239138464,-0.811347958871525,3.7728459530026104,0.7735226114661854,-0.7534679080102586,-2.234055493211546,-0.18993854591549297,0.3750139707318351,0.6620024758797637,0.3073299578003353,1.609455793015195,0.8589704817827354,0.39236294036675373,-0.41143173099510877,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.43653063715467266,0.9373114177016562,0,4,3,4,4,3,1,5,1,5,5,4,8,3,2,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
819,906340100,-0.8560268704969581,0.7689685466098479,0.18012819166416405,2.0238383131929467,-0.5089231147173413,1.2312393170889404,1.1870043185609445,0.8184518409584455,1.230892537350461,-0.2830107870867095,-0.07182209307627133,1.093938957837285,1.2816429000056109,-0.7747143043018899,-0.106747708766684,0.36009063505923417,1.087971920495911,-0.24281984334203655,-1.0344983253651114,1.2445211308169444,-2.234055493211546,-0.18993854591549297,1.0151599052330147,0.6620024758797637,0.3116753616375681,1.609455793015195,3.0496689739939318,0.7287588430508892,-0.35164648383347924,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,0.304920627278112,0.9373114177016562,0,4,3,5,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2552,534430050,-0.6245625022085752,0.060090971312959617,-0.2590767903409877,-0.07694683350497365,2.2183373397609563,-1.255165711381112,-1.6333236611949358,-0.5587742229484277,0.27758840369194854,-0.2830107870867095,-0.730558225256014,-0.5322624675010303,-0.8556005600919414,-0.7747143043018899,-0.106747708766684,-1.3431501813824054,1.087971920495911,-0.24281984334203655,-1.0344983253651114,-0.7534679080102586,-1.0160557241369776,-0.18993854591549297,-1.5454238327717034,0.6620024758797637,0.1813132465205844,-1.007185866242067,-1.0659110385701989,1.073164171989409,-0.7103579668032565,0.2977026014298887,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,0.304920627278112,-1.3618671475697182,0,4,3,3,3,3,1,4,1,5,5,3,8,2,1,3,3,3,0,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,528120100,-0.8560268704969581,1.0938707686209217,0.41032836897194186,0.6233148820609998,-0.5089231147173413,1.0986310489038709,0.9957956419673254,0.7273955722703876,1.614773396541808,-0.2830107870867095,-0.5094755507573333,1.0631313530270867,0.9378039637167686,-0.7747143043018899,-0.106747708766684,0.08607388334003523,-0.811347958871525,-0.24281984334203655,0.7735226114661854,-0.7534679080102586,0.20194404493759072,-0.18993854591549297,0.3750139707318351,0.6620024758797637,0.30298455396310253,0.3011349633865639,0.272339923198984,-0.752985014010184,0.33588385852526026,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.43653063715467266,1.7037042727921141,0,4,3,4,4,3,2,4,1,5,5,4,8,4,2,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
742,903231030,-0.1616337656318096,-0.20573811942337347,-0.7069442289782175,-1.4774702646369207,1.3092505216015238,-1.2220136443348448,0.5177739504832779,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,0.71775888727616,-0.3826255298514966,-0.427657135790001,0.5970628465046519,-0.106747708766684,0.14915687654157742,-0.811347958871525,-0.24281984334203655,-1.0344983253651114,-0.7534679080102586,0.20194404493759072,-0.18993854591549297,-0.2651319637693444,-0.9092317955756015,0.15089541965995484,-1.007185866242067,-1.0659110385701989,-0.752985014010184,-0.7103579668032565,0.5308831184902147,-0.10019464237103111,1.8191661704354072,-0.06599749922443089,-0.09365849345563908,0.304920627278112,0.9373114177016562,0,4,3,3,3,3,1,1,1,5,5,4,8,0,1,3,3,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
686,535454100,-0.1616337656318096,0.060090971312959617,0.15561528247126216,-1.4774702646369207,1.3092505216015238,-0.7578847056871016,0.5655761196316826,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,0.6004497130523702,-0.49705377628937536,-0.8160219774975424,0.7027648529880326,-0.106747708766684,-0.07163359966382028,-0.811347958871525,-0.24281984334203655,0.7735226114661854,-0.7534679080102586,1.419943814012159,-0.18993854591549297,-0.2651319637693444,-0.9092317955756015,0.1813132465205844,-1.007185866242067,-0.40595166016347856,-0.752985014010184,2.3386896384398494,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,0.6756462594945043,0.9373114177016562,0,4,3,3,3,3,1,1,1,3,3,3,8,0,1,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
314,914478110,0.7642237075217218,-1.7121029669292611,0.5168581547877109,-0.07694683350497365,-0.5089231147173413,0.1372211045621173,-0.39046726333641235,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,3.140644524129049,1.980757867730845,2.191950299676791,-0.7747143043018899,-0.106747708766684,1.0855450568769696,-0.811347958871525,-0.24281984334203655,2.581543548297482,-0.7534679080102586,2.6379435830867273,4.7613408374409225,1.6553058397341942,-0.9092317955756015,0.23997619832322706,0.3011349633865639,1.39060442549926,-0.752985014010184,-0.7103579668032565,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-1.1779819015874573,1.7037042727921141,0,4,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1630,527165170,0.06983060265657325,-1.7121029669292611,-0.42403208152630484,-0.07694683350497365,-0.5089231147173413,0.7008062443486626,0.46997178133487316,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,0.7606218547810063,-0.34081520903765633,-0.6230763873498466,0.9447050011611042,-0.106747708766684,0.2851795806324028,-0.811347958871525,-0.24281984334203655,0.7735226114661854,1.2445211308169444,0.20194404493759072,-0.18993854591549297,0.3750139707318351,0.6620024758797637,0.2769121309397058,0.3011349633865639,-0.3692872502519941,1.5697485997612282,0.5451322235909636,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,0.304920627278112,-0.5954742924792601,0,4,3,3,4,3,1,1,1,4,5,3,8,3,2,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,902403070,0.30129497094495605,0.060090971312959617,0.11138146137128886,-0.07694683350497365,1.3092505216015238,-1.6529905159363205,0.46997178133487316,-0.5587742229484277,-0.3430189853340628,-0.2830107870867095,-0.25004180007010585,-0.7039048371578485,-0.7269701666601442,0.6393436490980041,-0.106747708766684,-0.05389150782588654,-0.811347958871525,-0.24281984334203655,-1.0344983253651114,1.2445211308169444,-1.0160557241369776,-0.18993854591549297,-0.2651319637693444,-0.9092317955756015,0.2269399868115287,0.3011349633865639,0.6939806371810553,-0.752985014010184,-0.7103579668032565,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.06580500493828036,1.7037042727921141,0,4,3,3,2,3,1,3,1,5,5,3,7,0,1,3,3,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
